mse,rmse,ndcg@10,precision@10,recall@10,f1@10,custom_embedding_dim,random_embedding_dim,custom_dropout_rate,random_dropout_rate,custom_learning_rate,random_learning_rate,fc_dropout_rate,fc_learning_rate,batch_size,num_epochs
0.5950644,0.77140415,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.0,0.001,128,20
0.5450983,0.7383077,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.0,0.001,128,40
0.67902297,0.8240285,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.0,0.001,512,20
0.71957535,0.84827787,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.0,0.001,512,40
0.5872564,0.76632655,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.3,0.001,128,20
0.55161303,0.74270654,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.3,0.001,128,40
0.57955104,0.7612825,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.3,0.001,512,20
0.60715914,0.7792042,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.0,0.0,0.001,0.001,0.3,0.001,512,40
0.57350487,0.75730103,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.0,0.001,128,20
0.5278691,0.726546,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.0,0.001,128,40
0.6168283,0.7853842,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.0,0.001,512,20
0.5773723,0.7598502,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.0,0.001,512,40
0.5263952,0.725531,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.3,0.001,128,20
0.52216375,0.722609,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.3,0.001,128,40
0.6399266,0.7999541,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.3,0.001,512,20
0.6163469,0.78507763,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,5,0.3,0.0,0.001,0.001,0.3,0.001,512,40
0.55675125,0.74615765,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.0,0.001,128,20
0.5940979,0.77077746,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.0,0.001,128,40
0.573815,0.7575058,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.0,0.001,512,20
0.5615945,0.7493961,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.0,0.001,512,40
0.54913306,0.7410351,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.3,0.001,128,20
0.54764163,0.74002814,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.3,0.001,128,40
0.62792975,0.7924202,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.3,0.001,512,20
0.57427007,0.75780606,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.0,0.0,0.001,0.001,0.3,0.001,512,40
0.58001435,0.7615867,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.0,0.001,128,20
0.5333444,0.7303043,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.0,0.001,128,40
0.59558153,0.7717393,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.0,0.001,512,20
0.572315,0.756515,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.0,0.001,512,40
0.5301391,0.7281065,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.3,0.001,128,20
0.56238866,0.7499258,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.3,0.001,128,40
0.57314116,0.7570609,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.3,0.001,512,20
0.61634797,0.78507835,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,5,8,0.3,0.0,0.001,0.001,0.3,0.001,512,40
0.5215827,0.72220683,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.0,0.001,128,20
0.5732149,0.7571096,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.0,0.001,128,40
0.67923814,0.824159,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.0,0.001,512,20
0.59058696,0.7684966,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.0,0.001,512,40
0.5465519,0.7392915,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.3,0.001,128,20
0.54187787,0.73612356,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.3,0.001,128,40
0.58883053,0.76735294,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.3,0.001,512,20
0.63894784,0.79934216,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.0,0.0,0.001,0.001,0.3,0.001,512,40
0.592705,0.7698734,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.0,0.001,128,20
0.6029376,0.77649057,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.0,0.001,128,40
0.5739739,0.7576106,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.0,0.001,512,20
0.59352875,0.77040815,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.0,0.001,512,40
0.57398003,0.7576147,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.3,0.001,128,20
0.5418719,0.7361195,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.3,0.001,128,40
0.58563066,0.7652651,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.3,0.001,512,20
0.6657198,0.81591654,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,5,0.3,0.0,0.001,0.001,0.3,0.001,512,40
0.613009,0.7829489,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.0,0.001,128,20
0.5767712,0.75945455,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.0,0.001,128,40
0.6345482,0.7965853,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.0,0.001,512,20
0.8052569,0.8973611,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.0,0.001,512,40
0.59521854,0.7715041,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.3,0.001,128,20
0.60744876,0.77939,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.3,0.001,128,40
