product_id,0,1,2,3,4
7,0.15473121993997993,0.8246045594748823,-0.5537156908810682,2.4953808457319067,0.00203873111918252
19,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
40,-0.0184175513032485,0.6065257201038775,-0.20769022527137126,0.8905815950127512,-0.07257224944690231
68,0.314890516871575,-1.836498941705129,-0.040647989710557046,0.22280511996920324,-0.2462962829741694
69,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
70,-0.03075925400585797,-3.7159319942208984,0.026505889602119,-0.00250562616078688,0.12933647915493204
75,-0.13219515316356975,-0.03897926865063676,0.04923247317153271,-0.28280934168873506,-0.6120050231487757
76,0.09785347733304733,-0.12661636537857557,-0.38560764552715365,1.7535361420778692,-0.1419407881244393
87,-0.06859787693066995,0.7585542356438095,-0.1200711156842176,0.47643528175958505,0.11597837895899502
88,-0.047142765086300255,-0.7124624788164013,-0.129443281452817,0.5874033136932748,0.11753774602325753
89,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
90,-0.04920729145619757,0.6056738563234623,-0.2084069720333778,0.8938657841299742,-0.07254239702917402
92,-0.007018396624771832,0.7602579632046399,-0.1186376221602045,0.46986690352513905,0.11591867412353848
93,-0.07408539315003601,-1.5120356099473924,0.03904864555910719,-0.14368833272785778,2.3393929924916446
96,0.20116712774109236,0.7847750799452966,-0.6407303473802206,2.902494492006942,-0.07395697832268501
98,-0.1629848933165188,-0.03983113243105205,0.04851572640952616,-0.279525152571512,-0.6119751707310475
99,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
104,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
105,-0.17239350454796012,0.6949202145809308,0.05280889428183457,-0.32710050483570996,0.12469153296412039
107,-0.003896423287884659,-0.6805482042487694,-0.21588764134141528,0.986136666751993,-0.25557603753086766
111,0.06705710263426445,0.7307284580807152,-0.3806637840972611,1.6922197089960338,-0.020001313208000377
115,-0.15670406984486512,0.6954144215989034,0.053188893383904076,-0.32884134372741003,0.12471808279760116
124,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
131,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
141,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
146,0.027722188170202413,-1.9369775689659348,-0.13606314695994617,0.6764589667129601,0.3646117769008561
151,0.05768305701801344,-0.6788444766879389,-0.21445414781740219,0.979568288517547,-0.2556357423663242
152,0.18234591232473946,0.4570668637715141,-0.6434530293194534,2.9314439616099484,0.09029895807641661
153,0.45234234564062054,0.6282548420998574,-0.6359188292179387,2.886647801521707,-0.2379949955150626
154,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
156,-0.12337567118536938,-0.7738671659181496,0.04489605385709183,-0.23503650075836,-1.3487546789286333
160,-0.18749380999781418,0.6945625578184881,0.05247214662189753,-0.325557154610187,0.1247479352153294
170,-0.0184175513032485,0.6065257201038775,-0.20769022527137126,0.8905815950127512,-0.07257224944690231
172,-0.12591432969191607,0.6962662853793186,0.05390564014591062,-0.33212553284463303,0.12468823037987287
