customer_id,0,1,2,3,4
83,-1.0262799820859951,0.9454277125635738,0.20635230981758484,0.01623133430112306,-1.0448208923887738
86,-0.8554255356226679,0.6595030898258208,0.04664103033253398,-0.0016744274489885204,-1.412414828868383
98,-0.7130427201060906,0.549965790728408,-0.013258395572975696,-0.00784713839761134,-1.3240977404684853
134,-1.0472743520352574,0.9328866369443892,-0.1794742304374481,0.0018336832340424514,-1.008714517719724
238,-0.07362174762498999,1.0215000984852634,3.4169388108535363,0.10361134167440814,1.351214362850719
289,-1.176104806804407,1.4112501699955626,0.6621285557639452,0.038725650944458616,-0.040549110949592904
384,-1.0826168998614893,1.287217265764929,0.686150209735157,0.03729216086924112,-0.45303719324517006
406,-1.0107403422148953,1.0025044392257119,0.3616963593465069,0.02194746686051787,-0.8286048317294107
534,0.2139376223098373,-0.6159664826894512,0.8184272890031875,-0.00878569358445655,-1.8134504349217855
589,-0.15097794492583963,-0.23824405240088106,-0.04312684310563173,-0.03246032222485149,-0.9022946628074602
648,-0.5468751214358246,0.1439915793882637,-0.6955788694245736,-0.04119051251785933,-0.43584462484180925
696,-0.7062355311369418,0.40568025042478817,-0.43038242239686514,-0.02548035680238875,-0.8030962553851031
834,-1.258370882235212,1.176257833187562,-0.21924923464469173,0.006197482454557132,-0.809475341875786
954,-1.294260604578076,1.444898494711566,0.5303974425881529,0.03724767169204625,-0.7142952344320119
1014,-0.7554964163467339,1.3575329972142194,1.391100190934229,0.056454084741916856,0.5450392899441999
1060,-1.33790499037198,1.2582443372673022,-0.1824501887313215,0.010410832480185216,-1.28154621049833
1081,0.7942634099267029,-0.5280521189130237,2.166457263272738,0.019966847050950327,0.06846447336330877
1088,-0.47405294795222663,0.37560670493579434,0.8470040113529407,0.02535563042869451,-1.2495291853829265
1130,-0.7136102231905661,0.6772851925455426,-0.3367437621312745,-0.019499340575583144,-0.7831191076172853
1148,-0.9084987586529313,0.9900684086609243,0.49973819045969503,0.024635881646466323,-0.5799005399222354
1163,-0.7011895587190666,0.5688191952851152,-0.18286957974399923,-0.013845319931582944,-0.516560750186678
1249,-0.5289927555520874,0.5310260356838395,0.8563296687942205,0.018689650657284396,-0.47630838582765345
1257,0.1968481737856868,-0.67527079588785,-0.4103151359814158,-0.0626704714086286,-0.17725846528754519
1377,-0.24068338316170906,0.09324497164747216,0.5444353242268618,-0.007556872755428826,-0.6348391865115771
1383,-1.266169371882988,1.1115921476704818,-0.4420694651742959,-0.002409468502170551,-0.9466783702313211
1519,0.03146827899593851,-0.44275748687013916,0.058945143063835144,-0.03895544266495859,-0.7697794242046656
1531,-1.1083594689065008,1.2272535474123965,-0.09601750980475447,0.007457001629172054,-0.36035997654156054
1578,0.9118660546613482,-0.5518310669531886,0.6483291319168148,-0.03793351259572335,-0.8742415863626181
1589,-0.07236346726721349,-0.3901486759017826,-0.37825613783224116,-0.049154783214797104,-0.6861507306635545
1689,0.7724752611666007,-1.2681097850289957,0.9360419540010049,-0.031593907162834396,-1.6012177632314353
1845,-0.6747889701895721,0.4814133846088378,0.03714125410066242,-0.006302195009930739,-0.7459055968051034
2030,3.123339327387514,-3.405407719892558,3.479785792698744,-0.025134716715724932,-0.1847504171386649
2045,-0.30050765164006366,-0.040394700719686115,-0.4064208001171425,-0.040574806738759704,-0.11688996103176329
2219,0.5926353952430423,-0.6244603587623838,1.5852640388849093,0.0023117621560113143,0.1634886741347488
2252,0.20958154026950798,-0.6963827062819629,-0.37466189794374555,-0.06498385425596304,-0.0069097113461805346
2322,-0.30134814478016153,-0.026100747170096517,-0.6682421214131229,-0.051063559112557146,0.38612093103365586
2389,-0.4819330042610768,0.3978691971370292,0.15423770235856832,-0.011497309292983643,-0.8735317799041993
2449,0.2583346535405334,-0.5201655235643057,0.3754037800138165,-0.045633327006128176,-0.7192311573729284
2451,-0.5521844534085847,0.2635053682205808,-0.03661292485185948,-0.00772296056994628,-1.0202741647927585
2454,-0.3693516226177098,0.05524253366036074,0.01730923983995814,-0.02279524041352427,-0.8320779542828386
2463,-0.9990230610681107,0.8719888204453782,0.0009069636475069736,0.0010525538312740035,-1.409519658429398
2552,0.11175738140673867,0.0026357426498007505,0.8330531895001391,-0.007387813008365862,-0.14587345593190174
2570,-0.4991593062948291,0.2628224045834283,-0.2783132696192879,-0.024488147565794104,-0.5414591176104665
2858,0.7242214547516234,-1.2846118133150486,0.12920150334397115,-0.05946818330547703,-0.04578653462300791
2863,-0.7234783273519237,0.48390200860261584,-1.7399132651153286,-0.06995468304972227,0.8864873857263844
2920,-0.050478292483598766,0.23240586824925788,1.7207861100305823,0.03396606204951733,-0.5991410565959563
2966,-0.12945856468265335,0.16784165141813723,-0.03444849719704279,-0.02762337520604254,0.00018512858048637274
3047,-0.24966169393542656,-0.13966214840078292,-0.5084809529880704,-0.046627046536586426,0.23140095812931502
3059,-0.5615412826735322,1.291615428246511,2.260550625127907,0.07909615352471991,1.6120269743665545
3074,2.247996869750791,-3.4235703166139464,-1.0140798092253882,-0.16495370166905735,0.7268895335338038
3079,-0.7372336136577707,0.7637365005510324,0.3594281353011487,0.009103149693109432,0.45783524285929256
3101,-0.17143194922444438,0.2906489681320631,1.1019208660268844,0.015715253963029162,0.3121851248677418
3163,-0.9095855163263237,0.6623928677518107,-0.9830427336815865,-0.03526927536249008,0.3941948752220921
3180,-0.4069909696762033,0.4758126712600671,0.5442780242600461,-0.00020944393633378467,0.29994289114935774
3181,-0.9141866537688693,0.9874759910248851,0.37786610989603164,0.018947436864204047,0.38705648723323305
3202,-0.9441757401122209,0.7824491941872473,-0.6954072148380234,-0.021844555092516656,-0.38131957659064225
3303,0.3931906189881678,-0.2581149829668078,-0.43402392138104473,-0.06230373977859301,0.5354613626627491
3316,-1.133720472008639,1.1543650505181962,0.34816958795129704,0.025088466586378626,-0.8467554820295153
